title,summary_impact,json,link
"Bảo hiểm Quân đội (MIG): MB Capital và JAMBF muốn bán MIG, mở đường cho room ngoại","Đoàn thoái cổ phần của MB Capital và JAMBF nhằm tái cấu trúc danh mục đầu tư, có thể tác động đến dòng tiền và kỳ vọng giá trị của MIG, nhưng không có yếu tố trực tiếp liên quan đến biên lợi nhuận hoặc chi phí vốn.","{
  ""title"": ""Bảo hiểm Quân đội (MIG): MB Capital và JAMBF muốn bán MIG, mở đường cho room ngoại"",
  ""summary_impact"": ""Đoàn thoái cổ phần của MB Capital và JAMBF nhằm tái cấu trúc danh mục đầu tư, có thể tác động đến dòng tiền và kỳ vọng giá trị của MIG, nhưng không có yếu tố trực tiếp liên quan đến biên lợi nhuận hoặc chi phí vốn."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/bao-hiem-quan-doi-mig-mb-capital-va-jambf-muon-ban-mig-mo-duong-cho-room-ngoai-post293558.html
"Khu ""đất vàng"" 2,5ha trên đường Tố Hữu được Hà Nội cho chuyển đổi để xây tổ hợp MIC TOWER gần 3.200 tỷ đồng","Dự án MIC TOWER được triển khai với tổng đầu tư 3.200 tỷ đồng, tác động tích cực đến dòng tiền dự kiến, nhưng cần đánh giá rủi ro về chi phí xây dựng và tiến độ thực hiện.","{
  ""title"": ""Khu \""đất vàng\"" 2,5ha trên đường Tố Hữu được Hà Nội cho chuyển đổi để xây tổ hợp MIC TOWER gần 3.200 tỷ đồng"",
  ""summary_impact"": ""Dự án MIC TOWER được triển khai với tổng đầu tư 3.200 tỷ đồng, tác động tích cực đến dòng tiền dự kiến, nhưng cần đánh giá rủi ro về chi phí xây dựng và tiến độ thực hiện."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""Giá nguyên vật liệu tăng mạnh"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""Tổng mức đầu tư dự án tổ hợp MIC TOWER là 3.200 tỷ đồng"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://cafef.vn/khu-dat-vang-25ha-tren-duong-to-huu-duoc-ha-noi-cho-chuyen-doi-de-xay-to-hop-mic-tower-gan-3200-ty-dong-188251026085036338.chn
MIC bổ nhiệm quyền Tổng giám đốc,"Bổ nhiệm mới CEO có kinh nghiệm và mục tiêu tăng trưởng giúp cải thiện kỳ vọng dòng tiền, tác động tích cực đến định giá DCF.","{
  ""title"": ""MIC bổ nhiệm quyền Tổng giám đốc"",
  ""summary_impact"": ""Bổ nhiệm mới CEO có kinh nghiệm và mục tiêu tăng trưởng giúp cải thiện kỳ vọng dòng tiền, tác động tích cực đến định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/mic-bo-nhiem-quyen-tong-giam-doc-post206259.html
MIC được AM Best xếp hạng B++: Khẳng định sức mạnh và sự bền vững,"Xếp hạng B++ từ AM Best khẳng định năng lực tài chính, kiểm soát rủi ro và hiệu quả hoạt động của MIC, hỗ trợ định giá DCF dựa trên tiềm năng tăng trưởng bền vững và ổn định.","{
  ""title"": ""MIC được AM Best xếp hạng B++: Khẳng định sức mạnh và sự bền vững"",
  ""summary_impact"": ""Xếp hạng B++ từ AM Best khẳng định năng lực tài chính, kiểm soát rủi ro và hiệu quả hoạt động của MIC, hỗ trợ định giá DCF dựa trên tiềm năng tăng trưởng bền vững và ổn định."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""Giá nguyên vật liệu tăng mạnh"",
    ""FX_LOGISTICS_LABOR"": ""Có thể chịu rủi ro tỷ giá khi xuất khẩu sang EU"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://cafef.vn/mic-duoc-am-best-xep-hang-b-khang-dinh-suc-manh-va-su-ben-vung-18825072210573227.chn
MIG chốt ngày thực hiện quyền mua cổ phiếu tỷ lệ 15%,"Giá cổ phiếu MIG cao và việc tăng vốn điều lệ để đầu tư vào công nghệ, hệ thống, tài sản sẽ ảnh hưởng đến định giá DCF do tác động đến dòng tiền và khả năng tăng trưởng.","{
  ""title"": ""MIG chốt ngày thực hiện quyền mua cổ phiếu tỷ lệ 15%"",
  ""summary_impact"": ""Giá cổ phiếu MIG cao và việc tăng vốn điều lệ để đầu tư vào công nghệ, hệ thống, tài sản sẽ ảnh hưởng đến định giá DCF do tác động đến dòng tiền và khả năng tăng trưởng."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://vietstock.vn/2024/12/mig-chot-ngay-thuc-hien-quyen-mua-co-phieu-ty-le-15-764-1250340.htm
ĐHĐCĐ Bảo hiểm Quân đội (MIG) thông qua chia cổ tức 10% bằng tiền mặt,"Chia cổ tức 10% bằng tiền mặt và kế hoạch tăng doanh thu 33% và lợi nhuận trước thuế 25% năm 2024 thúc đẩy kỳ vọng dòng tiền, tác động tích cực đến định giá DCF.","{
  ""title"": ""ĐHĐCĐ Bảo hiểm Quân đội (MIG) thông qua chia cổ tức 10% bằng tiền mặt"",
  ""summary_impact"": ""Chia cổ tức 10% bằng tiền mặt và kế hoạch tăng doanh thu 33% và lợi nhuận trước thuế 25% năm 2024 thúc đẩy kỳ vọng dòng tiền, tác động tích cực đến định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""Lãi suất vay cao ảnh hưởng chi phí vốn."",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/dhdcd-bao-hiem-quan-doi-mig-thong-qua-chia-co-tuc-10-bang-tien-mat-post343076.html
MIC thông qua kế hoạch chi hơn 201 tỷ đồng cổ tức năm 2024,"Kế hoạch chia cổ tức 10% và tăng trưởng lợi nhuận 75% năm 2025 làm tăng kỳ vọng dòng tiền, tác động tích cực đến định giá DCF.","{
  ""title"": ""MIC thông qua kế hoạch chi hơn 201 tỷ đồng cổ tức năm 2024"",
  ""summary_impact"": ""Kế hoạch chia cổ tức 10% và tăng trưởng lợi nhuận 75% năm 2025 làm tăng kỳ vọng dòng tiền, tác động tích cực đến định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""Chi 201 tỷ đồng cổ tức năm 2024 (10% trên 2 tỷ cổ phiếu)"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""Tăng vị thế trong Top 4 thị phần bảo hiểm phi nhân thọ""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/mic-thong-qua-ke-hoach-chi-hon-201-ty-dong-co-tuc-nam-2024-post366473.html
ĐHCĐ Bảo hiểm Quân đội (MIG): “MIC sẽ có đối tác chiến lược ngay trong năm 2022”,"Kế hoạch tăng vốn điều lệ và mở rộng chiến lược hợp tác với đối tác chiến lược sẽ ảnh hưởng tích cực đến dòng tiền tương lai, nâng cao kỳ vọng định giá DCF.","{
  ""title"": ""ĐHCĐ Bảo hiểm Quân đội (MIG): “MIC sẽ có đối tác chiến lược ngay trong năm 2022”"",
  ""summary_impact"": ""Kế hoạch tăng vốn điều lệ và mở rộng chiến lược hợp tác với đối tác chiến lược sẽ ảnh hưởng tích cực đến dòng tiền tương lai, nâng cao kỳ vọng định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/dhcd-bao-hiem-quan-doi-mig-mic-se-co-doi-tac-chien-luoc-ngay-trong-nam-2022-post295836.html
"6 tháng, Bảo hiểm MIC ước đạt 50% kế hoạch lợi nhuận","Kế hoạch tăng trưởng 155% trong quý I/2013 và đạt 50% kế hoạch lợi nhuận 6 tháng làm tăng kỳ vọng dòng tiền, tác động tích cực đến định giá DCF.","{
  ""title"": ""6 tháng, Bảo hiểm MIC ước đạt 50% kế hoạch lợi nhuận"",
  ""summary_impact"": ""Kế hoạch tăng trưởng 155% trong quý I/2013 và đạt 50% kế hoạch lợi nhuận 6 tháng làm tăng kỳ vọng dòng tiền, tác động tích cực đến định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""Tổng doanh thu 750 tỷ đồng, lợi nhuận trước thuế 45 tỷ đồng"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://www.tinnhanhchungkhoan.vn/6-thang-bao-hiem-mic-uoc-dat-50-ke-hoach-loi-nhuan-post14430.html
MIC sắp trả cổ tức năm 2024 với tỷ lệ 10%,"Chi trả cổ tức 10% (5% tiền mặt, 5% cổ phiếu) và phát hành cổ phiếu chia cổ tức sẽ tác động đến dòng tiền và định giá DCF do ảnh hưởng đến chi phí vốn và kỳ vọng tăng trưởng.","{
  ""title"": ""Tổng Công ty Cổ phần Bảo hiểm Quân đội (MIC) sắp trả cổ tức năm 2024"",
  ""summary_impact"": ""Chi trả cổ tức 10% (5% tiền mặt, 5% cổ phiếu) và phát hành cổ phiếu chia cổ tức sẽ tác động đến dòng tiền và định giá DCF do ảnh hưởng đến chi phí vốn và kỳ vọng tăng trưởng."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""Tỷ lệ cổ tức 10%."",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""Tăng thị phần nhờ mở rộng thị trường.""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""5% bằng tiền mặt và 5% bằng cổ phiếu"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://cafef.vn/mic-sap-tra-co-tuc-nam-2024-voi-ty-le-10-188250622141803698.chn
MIG: Tổng Công ty cổ phần Bảo hiểm Quân Đội - MIC,"Công ty hoạt động trong lĩnh vực bảo hiểm phi nhân thọ, quốc tế, với vốn điều lệ 300 tỷ đồng. Tuy nhiên, thông tin cụ thể về yếu tố định giá DCF chưa được nêu rõ trong bài.","{
  ""title"": ""Tổng Công ty Cổ phần Bảo hiểm Quân Đội - MIC"",
  ""summary_impact"": ""Công ty hoạt động trong lĩnh vực bảo hiểm phi nhân thọ, quốc tế, với vốn điều lệ 300 tỷ đồng. Tuy nhiên, thông tin cụ thể về yếu tố định giá DCF chưa được nêu rõ trong bài."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://finance.vietstock.vn/MIG/so-sanh-gia-co-phieu-cung-nganh.htm
MIG: Military Insurance Company - MIC,Kỳ vọng tăng trưởng vốn và việc công ty được niêm yết trên HOSE cải thiện định giá DCF do tác động tích cực đến dòng tiền và uy tín thương mại.,"{
  ""title"": ""MIG: Military Insurance Company - MIC"",
  ""summary_impact"": ""Kỳ vọng tăng trưởng vốn và việc công ty được niêm yết trên HOSE cải thiện định giá DCF do tác động tích cực đến dòng tiền và uy tín thương mại."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://finance.vietstock.vn/MIG-military-insurance-company.htm?languageid=2
Ông Đinh Như Tuynh được bổ nhiệm là TGĐ Bảo hiểm Quân đội,"Không có yếu tố định giá ảnh hưởng từ thông tin về bổ nhiệm lãnh đạo công ty, không có thông tin liên quan đến doanh thu, chi phí, dự án đầu tư, WACC hoặc tăng trưởng dài hạn.","{
  ""title"": ""Ông Đinh Như Tuynh được bổ nhiệm là TGĐ Bảo hiểm Quân đội"",
  ""summary_impact"": ""Không có yếu tố định giá ảnh hưởng từ thông tin về bổ nhiệm lãnh đạo công ty, không có thông tin liên quan đến doanh thu, chi phí, dự án đầu tư, WACC hoặc tăng trưởng dài hạn."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""NONE"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://cafef.vn/ong-dinh-nhu-tuynh-duoc-bo-nhiem-la-tgd-bao-hiem-quan-doi-188240112160905503.chn
"MIG dự kiến lợi nhuận 2024 tăng 25%, tỷ lệ cổ tức tối thiểu 10%","Kết quả kinh doanh tích cực năm 2024 và mục tiêu tăng lợi nhuận 25% cùng tỷ lệ cổ tức 10% làm tăng kỳ vọng dòng tiền và giá trị cổ phiếu của MIG, ảnh hưởng tích cực đến định giá DCF.","{
  ""title"": ""MIG dự kiến lợi nhuận 2024 tăng 25%, tỷ lệ cổ tức tối thiểu 10%"",
  ""summary_impact"": ""Kết quả kinh doanh tích cực năm 2024 và mục tiêu tăng lợi nhuận 25% cùng tỷ lệ cổ tức 10% làm tăng kỳ vọng dòng tiền và giá trị cổ phiếu của MIG, ảnh hưởng tích cực đến định giá DCF."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""MIG dự kiến lợi nhuận 2024 tăng 25%."",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""MIG đặt mục tiêu lọt vào TOP 4 thị phần bảo hiểm phi nhân thọ trong năm 2024 và hướng đến TOP 3 thị phần vào năm 2026.""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""Giá nguyên vật liệu tăng mạnh."",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://vietstock.vn/2024/04/mig-du-kien-loi-nhuan-2024-tang-25-ty-le-co-tuc-toi-thieu-10-737-1176731.htm
Cổ phiếu MIG của Bảo hiểm Quân đội chính thức chào sàn UPCoM,"Sự kiện niêm yết cổ phiếu MIG trên UPCoM tăng tính minh bạch và thanh khoản, hỗ trợ định giá DCF thông qua tăng trưởng bền vững và chiến lược phát triển của doanh nghiệp.","{
  ""title"": ""Cổ phiếu MIG của Bảo hiểm Quân đội chính thức chào sàn UPCoM"",
  ""summary_impact"": ""Sự kiện niêm yết cổ phiếu MIG trên UPCoM tăng tính minh bạch và thanh khoản, hỗ trợ định giá DCF thông qua tăng trưởng bền vững và chiến lược phát triển của doanh nghiệp."",
  ""REV_DEMAND"": {
    ""GUIDANCE_EARNINGS"": ""MIG dự kiến doanh thu tăng 2.150 tỷ đồng năm 2017"",
    ""CONTRACTS_BACKLOG"": ""NONE"",
    ""COMPETITION_SHARE"": ""NONE""
  },
  ""COST_MARGIN"": {
    ""COMMODITIES_INPUTS"": ""NONE"",
    ""FX_LOGISTICS_LABOR"": ""NONE"",
    ""TAX_DEPRECIATION_POLICY"": ""NONE""
  },
  ""CAPEX_NWC"": {
    ""CAPEX_PROJECTS"": ""NONE"",
    ""WORKING_CAPITAL"": ""NONE"",
    ""ASSET_SALES_IMPAIRMENT"": ""NONE""
  },
  ""CAPITAL_WACC"": {
    ""INTEREST_RATES_CREDIT"": ""NONE"",
    ""EQUITY_ISSUANCE_BUYBACK"": ""NONE"",
    ""BETA_MRP_VOL"": ""NONE""
  },
  ""LT_GROWTH_TERMINAL"": {
    ""MACRO_GDP_CPI"": ""NONE"",
    ""REGULATION_POLICY"": ""NONE"",
    ""ESG_GOVERNANCE_EVENTS"": ""NONE""
  }
}",https://vneconomy.vn/co-phieu-mig-cua-bao-hiem-quan-doi-chinh-thuc-chao-san-upcom.htm
